influencerId,campaignId,views,likes,comments,shares
influencer_1308,campaign_5,76629,5241,1024,538
influencer_1309,campaign_8,53603,1858,551,355
influencer_1310,campaign_2,82974,926,217,148
influencer_1311,campaign_8,27399,1941,422,205
influencer_1312,campaign_4,86382,937,158,295
influencer_1313,campaign_10,82244,5471,1282,543
influencer_1314,campaign_10,77534,3641,597,954
influencer_1315,campaign_1,56106,1277,351,409
influencer_1316,campaign_5,31678,473,108,59
influencer_1317,campaign_1,77218,2354,493,908
influencer_1318,campaign_7,64230,1682,253,339
influencer_1319,campaign_8,75055,4728,745,813
influencer_1320,campaign_3,57373,3085,735,386
influencer_1321,campaign_3,32480,470,92,183
influencer_1322,campaign_7,86230,2600,595,233
influencer_1323,campaign_4,69836,3969,656,1864
influencer_1324,campaign_3,73258,3430,697,1104
influencer_1325,campaign_8,40986,1447,383,503
influencer_1326,campaign_3,25160,655,165,82
influencer_1327,campaign_7,86595,1446,281,113
influencer_1328,campaign_2,80111,4762,1191,1471
influencer_1329,campaign_1,65929,2158,459,242
influencer_1330,campaign_6,74506,3030,533,309
influencer_1331,campaign_8,35911,671,151,108
influencer_1332,campaign_1,88127,2870,806,440
influencer_1333,campaign_10,32821,1522,296,630
influencer_1334,campaign_9,76039,5535,1422,470
influencer_1335,campaign_3,61535,1558,357,168
influencer_1336,campaign_3,85458,2001,458,360
influencer_1337,campaign_4,13175,511,122,35
influencer_1338,campaign_1,55771,3639,712,434
influencer_1339,campaign_9,87925,2777,540,308
influencer_1340,campaign_3,67358,1341,218,354
influencer_1341,campaign_10,18327,864,163,268
influencer_1342,campaign_4,48057,3480,823,304
influencer_1343,campaign_1,7150,352,80,27
influencer_1344,campaign_4,5425,265,39,31
influencer_1345,campaign_1,17032,1095,246,270
influencer_1346,campaign_5,3198,37,8,8
influencer_1347,campaign_5,61500,4878,1206,52
influencer_1348,campaign_7,54394,1653,301,118
influencer_1349,campaign_8,21079,1164,272,375
influencer_1350,campaign_4,37220,2842,606,153
influencer_1351,campaign_7,42874,2199,596,668
influencer_1352,campaign_4,14859,584,105,257
influencer_1353,campaign_3,51460,586,89,112
influencer_1354,campaign_6,32419,1075,248,279
influencer_1355,campaign_4,9705,515,105,79
influencer_1356,campaign_3,43880,1464,401,290
influencer_1357,campaign_9,24236,574,153,155
influencer_1358,campaign_5,88955,2681,462,342
influencer_1359,campaign_7,86514,3776,859,1566
influencer_1360,campaign_6,16358,469,120,26
influencer_1361,campaign_10,95914,3579,795,305
influencer_1362,campaign_5,77918,5754,813,983
influencer_1363,campaign_7,15596,801,115,218
influencer_1364,campaign_6,34572,782,192,24
influencer_1365,campaign_10,79757,5137,1165,149
influencer_1366,campaign_2,2279,8,1,4
influencer_1367,campaign_3,64197,575,134,185
influencer_1368,campaign_2,63516,4194,877,360
influencer_1369,campaign_3,8083,527,142,84
influencer_1370,campaign_1,18771,591,173,139
influencer_1371,campaign_8,30975,908,172,216
influencer_1372,campaign_6,46648,2532,325,313
influencer_1373,campaign_2,49285,2678,608,1173
influencer_1374,campaign_8,20063,316,44,61
influencer_1375,campaign_6,68642,2604,448,900
influencer_1376,campaign_7,91093,4590,872,1672
influencer_1377,campaign_1,87143,1945,450,317
influencer_1378,campaign_7,38599,166,36,55
influencer_1379,campaign_3,52920,1501,345,87
influencer_1380,campaign_8,29529,1270,323,310
influencer_1381,campaign_6,36954,2261,561,324
influencer_1382,campaign_4,28856,1569,288,340
influencer_1383,campaign_8,3573,173,48,50
influencer_1384,campaign_9,79344,4938,951,572
influencer_1385,campaign_10,36367,524,147,175
influencer_1386,campaign_2,61774,4022,630,857
influencer_1387,campaign_6,24752,1852,332,138
influencer_1388,campaign_5,56029,2603,598,245
influencer_1389,campaign_5,18685,1128,286,397
influencer_1390,campaign_10,52693,2899,698,130
influencer_1391,campaign_3,56961,3917,1021,639
influencer_1392,campaign_8,77908,2430,445,676
influencer_1393,campaign_8,75532,4980,784,484
influencer_1394,campaign_5,82994,653,138,66
influencer_1395,campaign_8,57133,3573,588,1333
influencer_1396,campaign_10,98425,3144,643,1309
influencer_1397,campaign_8,62268,680,116,260
influencer_1398,campaign_3,93201,5843,1286,1782
influencer_1399,campaign_2,39243,2607,573,366
influencer_1400,campaign_9,58384,3220,789,196
influencer_1401,campaign_2,32653,1677,331,148
influencer_1402,campaign_9,27657,672,133,61
influencer_1403,campaign_4,40952,2267,521,942
influencer_1404,campaign_2,23180,1431,427,345
influencer_1405,campaign_10,98432,7307,1471,634
influencer_1406,campaign_1,79411,4083,937,257
influencer_1407,campaign_4,2622,135,28,7
influencer_1408,campaign_9,49756,2971,553,1335
influencer_1409,campaign_9,41809,1355,356,291
influencer_1410,campaign_4,17725,285,47,27
influencer_1411,campaign_9,62396,1869,450,535
influencer_1412,campaign_6,52226,347,96,109
influencer_1413,campaign_1,82182,1207,334,325
influencer_1414,campaign_10,83565,796,118,244
influencer_1415,campaign_6,30402,852,125,176
influencer_1416,campaign_9,5263,367,51,52
influencer_1417,campaign_2,97523,6374,1047,2245
influencer_1418,campaign_6,47828,178,42,42
influencer_1419,campaign_2,48924,1372,306,110
influencer_1420,campaign_4,75182,2147,558,171
influencer_1421,campaign_8,94065,860,190,252
influencer_1422,campaign_7,60052,2225,408,508
influencer_1423,campaign_9,12664,631,136,99
influencer_1424,campaign_7,36737,403,78,99
influencer_1425,campaign_1,90563,3668,692,317
influencer_1426,campaign_2,30373,132,34,26
influencer_1427,campaign_6,37397,2078,369,511
influencer_1428,campaign_7,87145,3054,857,375
influencer_1429,campaign_3,39709,1941,391,296
influencer_1430,campaign_9,62120,1831,359,212
influencer_1431,campaign_7,20250,1392,215,407
influencer_1432,campaign_6,22172,943,193,412
influencer_1433,campaign_6,12555,361,72,51
influencer_1434,campaign_1,88410,493,96,93
influencer_1435,campaign_5,79617,5158,1259,953
influencer_1436,campaign_10,54276,1052,240,107
influencer_1437,campaign_3,58492,3225,769,1322
influencer_1438,campaign_7,54002,2323,529,902
influencer_1439,campaign_10,90599,5883,1699,979
influencer_1440,campaign_3,73355,566,120,76
influencer_1441,campaign_5,92248,3849,547,451
influencer_1442,campaign_7,25762,1713,292,316
influencer_1443,campaign_3,12046,748,198,146
influencer_1444,campaign_10,97999,3165,672,273
influencer_1445,campaign_2,29769,399,65,83
influencer_1446,campaign_6,54302,1519,244,633
influencer_1447,campaign_8,24150,428,89,89
influencer_1448,campaign_4,69247,2367,614,664
influencer_1449,campaign_9,5853,282,79,59
influencer_1450,campaign_8,95613,4698,808,821
influencer_1451,campaign_7,90399,353,83,21
influencer_1452,campaign_7,22792,256,63,61
influencer_1453,campaign_3,60129,3107,458,460
influencer_1454,campaign_6,75478,2143,480,837
influencer_1455,campaign_5,68298,342,67,30
influencer_1456,campaign_1,32987,1730,347,751
influencer_1457,campaign_3,16850,337,89,73
influencer_1458,campaign_1,13112,350,58,139
influencer_1459,campaign_4,25058,236,45,33
influencer_1460,campaign_10,46420,2528,389,517
influencer_1461,campaign_3,39890,555,127,58
influencer_1462,campaign_4,67017,1687,277,777
influencer_1463,campaign_9,48304,940,192,431
influencer_1464,campaign_3,33921,949,167,405
influencer_1465,campaign_6,2524,162,43,22
influencer_1466,campaign_6,16048,446,73,88
influencer_1467,campaign_7,36111,1440,230,631
influencer_1468,campaign_9,38904,2585,700,352
influencer_1469,campaign_7,55912,1365,287,400
influencer_1470,campaign_1,35008,1799,485,239
influencer_1471,campaign_8,1060,5,0,2
influencer_1472,campaign_5,75666,1174,251,248
influencer_1473,campaign_9,84559,975,214,334
influencer_1474,campaign_10,56337,1638,283,548
influencer_1475,campaign_5,14350,61,14,2
influencer_1476,campaign_5,25354,1031,216,44
influencer_1477,campaign_2,46186,332,102,99
influencer_1478,campaign_3,29145,1452,358,80
influencer_1479,campaign_10,35020,1015,197,453
influencer_1480,campaign_9,87123,628,139,219
influencer_1481,campaign_7,76186,782,178,276
influencer_1482,campaign_1,86469,2237,461,528
influencer_1483,campaign_3,21581,1125,158,146
influencer_1484,campaign_2,89929,999,195,103
influencer_1485,campaign_1,24051,1203,342,326
influencer_1486,campaign_9,52474,3538,538,791
influencer_1487,campaign_8,92748,6334,1462,556
influencer_1488,campaign_5,70626,455,68,76
influencer_1489,campaign_2,7960,148,26,33
influencer_1490,campaign_1,36772,1799,276,419
influencer_1491,campaign_7,22520,1189,176,151
influencer_1492,campaign_2,50481,2081,454,580
influencer_1493,campaign_1,37408,809,124,273
influencer_1494,campaign_2,95006,6766,1400,1168
influencer_1495,campaign_7,58134,1705,332,372
influencer_1496,campaign_7,21491,583,107,152
influencer_1497,campaign_10,2341,36,9,6
influencer_1498,campaign_6,45623,539,110,241
influencer_1499,campaign_5,91327,6858,1429,669
influencer_1500,campaign_3,1338,85,24,15
influencer_1501,campaign_3,72431,1555,393,452
influencer_1502,campaign_9,13254,393,70,79
influencer_1503,campaign_4,52860,2205,353,809
influencer_1504,campaign_9,12344,878,222,31
influencer_1505,campaign_4,2750,147,31,22
influencer_1506,campaign_2,55756,602,121,222
influencer_1507,campaign_4,68957,3919,1187,1070
influencer_1508,campaign_6,59053,2398,358,472
influencer_1509,campaign_6,71855,1737,277,181
influencer_1510,campaign_5,16896,358,63,139
influencer_1511,campaign_1,56761,1122,224,195
influencer_1512,campaign_3,63552,2286,659,716
influencer_1513,campaign_5,78454,3768,862,1606
influencer_1514,campaign_6,91600,800,183,73
influencer_1515,campaign_1,28935,1698,382,544
influencer_1516,campaign_9,38641,586,132,152
influencer_1517,campaign_3,30711,229,47,33
influencer_1518,campaign_10,71342,3909,1137,928
influencer_1519,campaign_3,13182,1031,233,52
influencer_1520,campaign_2,88833,5216,868,1215
influencer_1521,campaign_8,57276,2947,788,235
influencer_1522,campaign_3,20541,757,194,207
influencer_1523,campaign_6,95457,5946,1240,2172
influencer_1524,campaign_2,83310,2983,480,1242
influencer_1525,campaign_7,45813,1310,176,209
influencer_1526,campaign_4,38198,1314,341,92
influencer_1527,campaign_9,9820,662,188,118
influencer_1528,campaign_10,25070,156,34,19
influencer_1529,campaign_9,70768,1424,229,378
influencer_1530,campaign_7,12122,714,173,177
influencer_1531,campaign_8,81559,1050,326,262
influencer_1532,campaign_3,74543,4520,739,446
influencer_1533,campaign_5,84441,1220,260,262
influencer_1534,campaign_2,42786,690,125,110
influencer_1535,campaign_10,95934,1451,340,387
influencer_1536,campaign_7,7737,398,87,87
influencer_1537,campaign_8,37062,527,129,18
influencer_1538,campaign_9,55237,2330,593,939
influencer_1539,campaign_7,52571,2720,679,6
influencer_1540,campaign_10,26510,1404,447,441
influencer_1541,campaign_10,20426,980,181,129
influencer_1542,campaign_8,38265,937,155,261
influencer_1543,campaign_9,18850,565,76,92
influencer_1544,campaign_6,67150,811,182,305
influencer_1545,campaign_10,88312,5588,1008,2209
influencer_1546,campaign_2,90613,6467,859,1004
influencer_1547,campaign_2,75910,4240,1025,535
influencer_1548,campaign_4,53375,2214,289,271
influencer_1549,campaign_9,36435,674,143,176
influencer_1550,campaign_7,97443,6419,942,1655
influencer_1551,campaign_2,58132,1737,499,307
influencer_1552,campaign_8,79945,3599,848,503
influencer_1553,campaign_7,83050,4718,802,970
influencer_1554,campaign_9,96402,6334,1478,674
influencer_1555,campaign_8,3983,301,72,23
influencer_1556,campaign_3,98241,5905,1403,2062
influencer_1557,campaign_1,21662,867,239,197
influencer_1558,campaign_2,24510,1411,378,108
influencer_1559,campaign_2,79187,1753,364,230
influencer_1560,campaign_4,41998,921,276,261
influencer_1561,campaign_6,57846,2724,550,287
influencer_1562,campaign_4,95071,1643,340,479
influencer_1563,campaign_9,7640,447,147,150
influencer_1564,campaign_4,45547,3572,660,238
influencer_1565,campaign_6,55620,3646,551,1173
influencer_1566,campaign_6,16317,338,43,48
influencer_1567,campaign_10,8564,299,62,126
influencer_1568,campaign_10,28345,291,60,27
influencer_1569,campaign_1,95223,6370,1702,564
influencer_1570,campaign_8,80273,3121,676,492
influencer_1571,campaign_3,75859,2976,636,257
influencer_1572,campaign_6,81765,5022,790,821
influencer_1573,campaign_3,75038,3205,793,1011
influencer_1574,campaign_2,53393,2960,381,362
influencer_1575,campaign_5,67081,563,128,225
influencer_1576,campaign_1,30430,1942,438,147
influencer_1577,campaign_9,76532,4587,751,1565
influencer_1578,campaign_7,28788,232,52,18
influencer_1579,campaign_3,96505,4600,950,1337
influencer_1580,campaign_4,49543,2914,843,1000
influencer_1581,campaign_6,14919,311,89,113
influencer_1582,campaign_3,70346,1907,437,219
influencer_1583,campaign_7,97122,4093,856,470
influencer_1584,campaign_6,40974,985,209,126
influencer_1585,campaign_9,17371,83,16,8
influencer_1586,campaign_5,46084,3131,582,320
influencer_1587,campaign_4,30629,1113,236,281
influencer_1588,campaign_3,52184,3559,529,610
influencer_1589,campaign_10,62916,3166,632,164
influencer_1590,campaign_1,74972,4501,806,665
influencer_1591,campaign_3,63187,1897,382,269
influencer_1592,campaign_3,13984,614,147,66
influencer_1593,campaign_7,34039,659,135,254
influencer_1594,campaign_7,86431,3074,721,804
influencer_1595,campaign_1,84691,598,116,139
influencer_1596,campaign_3,59606,2275,427,623
influencer_1597,campaign_8,11616,671,177,207
influencer_1598,campaign_9,51072,3355,889,497
influencer_1599,campaign_7,25574,301,62,68
influencer_1600,campaign_7,4430,17,3,5
influencer_1601,campaign_8,13676,738,101,99
influencer_1602,campaign_6,11816,293,61,72
influencer_1603,campaign_3,33733,1825,272,554
influencer_1604,campaign_1,86680,4879,950,451
influencer_1605,campaign_7,3050,115,22,46
influencer_1606,campaign_1,34933,655,184,116
influencer_1607,campaign_1,25951,904,179,333
influencer_1608,campaign_9,33413,1004,199,183
influencer_1609,campaign_10,35801,1078,187,248
influencer_1610,campaign_7,56619,427,88,192
influencer_1611,campaign_4,33913,309,82,73
influencer_1612,campaign_6,41600,2193,562,283
influencer_1613,campaign_1,58775,1451,261,156
influencer_1614,campaign_7,91816,2693,434,828
influencer_1615,campaign_6,91093,5584,1192,2121
influencer_1616,campaign_4,36400,790,148,348
influencer_1617,campaign_7,5494,32,9,9
influencer_1618,campaign_3,81688,1900,500,642
influencer_1619,campaign_1,90431,5826,1153,2034
influencer_1620,campaign_4,75691,4682,1113,1571
influencer_1621,campaign_3,98419,2148,541,43
influencer_1622,campaign_1,44001,2403,508,714
influencer_1623,campaign_2,68364,1490,366,59
influencer_1624,campaign_5,46028,1507,240,314
influencer_1625,campaign_8,98659,3318,632,619
influencer_1626,campaign_1,38573,902,271,330
influencer_1627,campaign_4,1806,127,27,7
influencer_1628,campaign_4,57638,2153,658,482
influencer_1629,campaign_5,30757,1381,315,180
influencer_1630,campaign_7,35636,1829,370,840
influencer_1631,campaign_8,81097,4309,932,291
influencer_1632,campaign_6,49280,1466,379,337
influencer_1633,campaign_1,25262,1374,246,285
influencer_1634,campaign_7,81435,5373,1354,837
influencer_1635,campaign_3,63211,1071,300,231
influencer_1636,campaign_6,55842,382,80,83
influencer_1637,campaign_8,57979,2905,539,983
influencer_1638,campaign_7,82470,5477,847,1344
influencer_1639,campaign_10,39197,730,109,75
influencer_1640,campaign_6,42844,1845,508,345
influencer_1641,campaign_9,65754,3630,510,906
influencer_1642,campaign_9,35157,2145,601,368
influencer_1643,campaign_1,78129,3005,434,629
influencer_1644,campaign_1,41042,2076,420,614
influencer_1645,campaign_1,62665,641,120,258
influencer_1646,campaign_8,83856,2360,414,259
influencer_1647,campaign_10,28376,1291,333,470
influencer_1648,campaign_7,56554,2284,530,57
influencer_1649,campaign_3,15199,552,87,93
influencer_1650,campaign_2,82412,2960,648,1206
influencer_1651,campaign_4,51948,1021,204,149
influencer_1652,campaign_3,74781,4013,620,1076
influencer_1653,campaign_7,73750,4231,1050,239
influencer_1654,campaign_10,67262,2996,699,296
influencer_1655,campaign_8,47600,596,100,246
influencer_1656,campaign_6,77898,1914,550,292
influencer_1657,campaign_3,63483,2173,493,250
influencer_1658,campaign_6,19297,288,72,111
influencer_1659,campaign_2,31448,1798,305,146
influencer_1660,campaign_7,27172,1656,413,380
influencer_1661,campaign_10,43874,1655,292,765
influencer_1662,campaign_7,8657,40,10,10
influencer_1663,campaign_4,85386,1318,235,275
influencer_1664,campaign_8,26425,1619,378,135
influencer_1665,campaign_4,27685,997,274,247
influencer_1666,campaign_7,25578,381,68,131
influencer_1667,campaign_4,29831,1517,340,202
influencer_1668,campaign_5,8906,245,75,76
influencer_1669,campaign_7,62413,2263,527,532
influencer_1670,campaign_10,55028,803,180,299
influencer_1671,campaign_3,8287,142,41,37
influencer_1672,campaign_10,34660,1337,324,259
influencer_1673,campaign_5,76758,4557,1342,1423
influencer_1674,campaign_3,61504,2340,482,897
influencer_1675,campaign_5,60720,2278,383,425
influencer_1676,campaign_3,35701,1467,288,237
influencer_1677,campaign_10,84300,5674,1078,581
influencer_1678,campaign_7,18674,1118,182,519
influencer_1679,campaign_1,84560,2506,566,408
influencer_1680,campaign_9,24874,781,146,323
influencer_1681,campaign_9,44642,2968,642,227
influencer_1682,campaign_5,98820,4841,809,1079
influencer_1683,campaign_9,66160,2233,464,325
influencer_1684,campaign_10,18602,98,23,4
influencer_1685,campaign_6,89801,1931,513,227
influencer_1686,campaign_5,26931,266,55,59
influencer_1687,campaign_3,95377,3216,578,399
influencer_1688,campaign_8,30192,204,34,95
influencer_1689,campaign_4,47542,1550,250,285
influencer_1690,campaign_10,43520,2131,362,397
influencer_1691,campaign_3,65772,3007,598,476
influencer_1692,campaign_6,59762,1599,437,174
influencer_1693,campaign_8,51106,1578,340,409
influencer_1694,campaign_9,82121,714,133,158
influencer_1695,campaign_6,26559,304,44,91
influencer_1696,campaign_5,34742,931,153,415
influencer_1697,campaign_2,70669,4611,711,566
influencer_1698,campaign_2,81199,2993,681,892
influencer_1699,campaign_9,22754,691,179,187
influencer_1700,campaign_2,4972,51,14,19
influencer_1701,campaign_2,71831,3430,719,754
influencer_1702,campaign_3,42873,1539,312,389
influencer_1703,campaign_3,95661,3541,849,629
influencer_1704,campaign_4,10903,534,111,146
influencer_1705,campaign_7,4020,114,23,25
influencer_1706,campaign_9,42755,2829,726,272
influencer_1707,campaign_2,86956,4997,1029,266
influencer_1708,campaign_4,87988,5365,893,2236
influencer_1709,campaign_9,46648,2229,396,174
influencer_1710,campaign_2,10516,185,43,36
influencer_1711,campaign_10,3396,87,23,8
influencer_1712,campaign_1,85082,5052,1018,1605
influencer_1713,campaign_10,20129,550,89,172
influencer_1714,campaign_8,2591,134,37,29
influencer_1715,campaign_9,12303,691,227,226
influencer_1716,campaign_7,31561,1609,317,360
influencer_1717,campaign_8,72719,2623,640,682
influencer_1718,campaign_4,93108,932,164,191
influencer_1719,campaign_4,87231,413,91,78
influencer_1720,campaign_2,8314,232,71,75
influencer_1721,campaign_8,20623,810,196,295
influencer_1722,campaign_2,68675,2195,576,816
influencer_1723,campaign_9,97826,5999,962,1040
influencer_1724,campaign_4,66082,3839,1117,787
influencer_1725,campaign_1,84624,696,159,144
influencer_1726,campaign_4,34130,733,158,82
influencer_1727,campaign_3,52756,255,52,47
influencer_1728,campaign_6,98624,1861,441,27
influencer_1729,campaign_7,27292,633,117,144
influencer_1730,campaign_8,87206,5392,932,536
influencer_1731,campaign_2,70274,4008,800,921
influencer_1732,campaign_6,3469,228,47,51
influencer_1733,campaign_6,54947,2468,501,815
influencer_1734,campaign_10,23534,1619,402,180
influencer_1735,campaign_5,64620,1408,391,188
influencer_1736,campaign_10,49874,1111,265,383
influencer_1737,campaign_10,50708,1340,400,381
influencer_1738,campaign_7,75553,5344,1328,816
influencer_1739,campaign_3,69344,4444,627,934
influencer_1740,campaign_4,50138,614,101,286
influencer_1741,campaign_10,55302,1278,233,373
influencer_1742,campaign_9,48638,381,68,92
influencer_1743,campaign_4,79249,3843,1177,1369
influencer_1744,campaign_3,3719,263,61,31
influencer_1745,campaign_2,23890,1436,446,356
influencer_1746,campaign_5,78236,4576,835,729
influencer_1747,campaign_4,37509,1558,345,229
influencer_1748,campaign_8,43534,1931,424,778
influencer_1749,campaign_7,93241,2810,505,995
influencer_1750,campaign_6,19787,242,53,65
influencer_1751,campaign_2,49845,431,96,20
influencer_1752,campaign_3,58932,2783,703,900
influencer_1753,campaign_10,93124,4102,900,149
influencer_1754,campaign_9,92659,4259,638,634
influencer_1755,campaign_9,34062,161,24,34
influencer_1756,campaign_5,76713,916,155,153
influencer_1757,campaign_3,88263,4475,751,486
influencer_1758,campaign_2,96756,1540,280,659
influencer_1759,campaign_8,61461,413,95,162
influencer_1760,campaign_6,76418,2009,507,195
influencer_1761,campaign_10,67672,3801,593,989
influencer_1762,campaign_7,35832,1745,281,569
influencer_1763,campaign_1,32966,1871,341,591
influencer_1764,campaign_1,73545,5038,864,554
influencer_1765,campaign_10,13987,387,93,61
influencer_1766,campaign_2,38311,302,82,37
influencer_1767,campaign_10,32575,760,189,24
influencer_1768,campaign_3,64852,1488,245,249
influencer_1769,campaign_1,2007,113,18,19
influencer_1770,campaign_5,71981,4006,713,536
influencer_1771,campaign_3,77242,999,254,363
influencer_1772,campaign_1,48517,3631,682,437
influencer_1773,campaign_8,30257,1110,196,387
influencer_1774,campaign_6,88272,3106,682,696
influencer_1775,campaign_9,43207,2973,662,491
influencer_1776,campaign_3,14281,195,43,7
influencer_1777,campaign_9,62246,3754,825,919
influencer_1778,campaign_9,2435,84,22,26
influencer_1779,campaign_1,99875,5736,984,2346
influencer_1780,campaign_3,92357,4541,1126,1271
influencer_1781,campaign_6,27660,1306,356,304
influencer_1782,campaign_8,6084,269,61,18
influencer_1783,campaign_4,83197,4397,905,1978
influencer_1784,campaign_5,14507,134,37,25
influencer_1785,campaign_9,73595,2799,482,355
influencer_1786,campaign_6,84807,2461,450,248
influencer_1787,campaign_7,46539,2410,725,589
influencer_1788,campaign_7,8491,379,55,71
influencer_1789,campaign_4,51192,2068,497,86
influencer_1790,campaign_4,81395,507,110,151
influencer_1791,campaign_4,64888,1033,164,189
influencer_1792,campaign_5,74609,2072,419,338
influencer_1793,campaign_5,10077,599,84,74
influencer_1794,campaign_8,21953,1026,224,339
influencer_1795,campaign_9,77919,396,83,153
influencer_1796,campaign_2,68889,2013,449,120
influencer_1797,campaign_7,24821,1739,299,378
influencer_1798,campaign_1,38567,924,184,285
influencer_1799,campaign_1,25860,1258,246,278
influencer_1800,campaign_4,22195,256,51,118
influencer_1801,campaign_10,78475,903,132,158
influencer_1802,campaign_7,91874,4590,727,1463
influencer_1803,campaign_2,88266,5194,896,1166
influencer_1804,campaign_2,22427,1229,242,547
influencer_1805,campaign_1,28083,1592,276,278
influencer_1806,campaign_10,88046,739,125,95
influencer_1807,campaign_2,58372,968,263,146
influencer_1808,campaign_7,45064,309,64,38
influencer_1809,campaign_9,8813,299,78,23
influencer_1810,campaign_6,32598,548,166,158
influencer_1811,campaign_10,94106,4435,1014,1002
influencer_1812,campaign_2,28082,1606,408,115
influencer_1813,campaign_10,30241,907,225,245
influencer_1814,campaign_10,97214,3109,614,602
influencer_1815,campaign_9,45569,617,150,123
influencer_1816,campaign_7,12745,720,120,191
influencer_1817,campaign_1,27029,907,169,123
influencer_1818,campaign_9,14025,700,123,175
influencer_1819,campaign_2,15288,759,187,286
influencer_1820,campaign_4,90186,1374,336,530
influencer_1821,campaign_9,7540,292,68,35
influencer_1822,campaign_4,98768,4992,1194,1136
influencer_1823,campaign_3,82958,3394,792,775
influencer_1824,campaign_1,69878,4238,1264,1135
influencer_1825,campaign_7,42846,285,55,91
influencer_1826,campaign_6,76932,3107,934,921
influencer_1827,campaign_10,18482,1129,225,193
influencer_1828,campaign_4,24411,1750,342,193
influencer_1829,campaign_6,51975,2657,591,477
influencer_1830,campaign_6,61545,1552,241,449
influencer_1831,campaign_4,79797,2296,606,205
influencer_1832,campaign_6,53307,3657,826,660
influencer_1833,campaign_10,4093,67,9,16
influencer_1834,campaign_8,78258,1839,328,340
influencer_1835,campaign_3,23042,171,29,24
influencer_1836,campaign_4,53930,364,74,154
influencer_1837,campaign_10,45413,751,131,113
influencer_1838,campaign_1,94623,4891,1150,1665
influencer_1839,campaign_4,98883,5081,1113,763
influencer_1840,campaign_10,34756,2083,482,662
influencer_1841,campaign_10,54268,2972,509,1347
influencer_1842,campaign_9,40214,793,137,162
influencer_1843,campaign_8,82871,1322,308,282
influencer_1844,campaign_4,29602,559,136,152
influencer_1845,campaign_7,54331,3787,918,448
influencer_1846,campaign_10,49901,1301,289,398
influencer_1847,campaign_3,64416,3636,971,654
influencer_1848,campaign_9,33196,2017,343,924
influencer_1849,campaign_10,6626,85,14,28
influencer_1850,campaign_4,8424,446,97,195
influencer_1851,campaign_2,13857,245,52,15
influencer_1852,campaign_10,20982,1526,287,109
influencer_1853,campaign_5,77961,1357,259,509
influencer_1854,campaign_2,2980,130,22,63
influencer_1855,campaign_10,49290,2253,515,326
influencer_1856,campaign_6,27431,841,169,96
influencer_1857,campaign_10,85976,980,252,59
influencer_1858,campaign_1,83711,607,133,155
influencer_1859,campaign_6,27385,399,66,52
influencer_1860,campaign_4,39158,2281,496,331
influencer_1861,campaign_3,24019,359,58,141
influencer_1862,campaign_2,19639,365,100,82
influencer_1863,campaign_7,86530,2586,495,363
influencer_1864,campaign_9,22563,1427,222,146
influencer_1865,campaign_3,40341,2539,637,330
influencer_1866,campaign_6,6776,310,55,88
influencer_1867,campaign_9,37444,308,86,42
influencer_1868,campaign_2,69916,3494,959,798
influencer_1869,campaign_7,9711,496,76,185
influencer_1870,campaign_5,75318,947,224,51
influencer_1871,campaign_5,83970,1822,497,455
influencer_1872,campaign_7,86553,6154,1307,682
influencer_1873,campaign_9,31707,626,109,154
influencer_1874,campaign_4,40110,2221,601,457
influencer_1875,campaign_9,62788,1980,345,265
influencer_1876,campaign_10,83879,2838,420,668
influencer_1877,campaign_9,39827,2705,570,511
influencer_1878,campaign_4,6655,435,85,43
influencer_1879,campaign_3,45859,2616,475,1178
influencer_1880,campaign_2,54625,2260,493,617
influencer_1881,campaign_9,53098,1307,349,264
influencer_1882,campaign_2,16251,797,178,22
influencer_1883,campaign_6,1526,30,6,11
influencer_1884,campaign_5,69760,3594,730,1613
influencer_1885,campaign_5,48837,3233,544,665
influencer_1886,campaign_4,12536,249,61,13
influencer_1887,campaign_6,29541,592,158,116
influencer_1888,campaign_5,80083,4779,951,536
influencer_1889,campaign_4,52027,3169,551,1045
influencer_1890,campaign_9,35531,1818,476,275
influencer_1891,campaign_6,9712,94,15,14
influencer_1892,campaign_10,66455,2715,718,1033
influencer_1893,campaign_10,75744,3731,673,1135
influencer_1894,campaign_10,6109,262,45,35
influencer_1895,campaign_3,50268,954,283,219
influencer_1896,campaign_10,55615,1307,387,482
influencer_1897,campaign_6,83503,3731,1183,1050
influencer_1898,campaign_1,30759,1351,266,313
influencer_1899,campaign_5,86708,5083,1007,1746
influencer_1900,campaign_10,61112,763,162,91
influencer_1901,campaign_6,27589,1116,286,332
influencer_1902,campaign_8,31015,1618,434,358
influencer_1903,campaign_9,30009,859,118,167
influencer_1904,campaign_3,84309,3839,958,39
influencer_1905,campaign_2,63046,1377,212,413
influencer_1906,campaign_4,27143,1703,330,354
influencer_1907,campaign_8,7154,88,17,7
influencer_1908,campaign_8,22804,486,92,148
influencer_1909,campaign_3,42688,2085,492,76
influencer_1910,campaign_4,65288,2434,452,295
influencer_1911,campaign_3,52195,1204,197,111
influencer_1912,campaign_10,21581,615,87,69
influencer_1913,campaign_2,53648,3262,626,256
influencer_1914,campaign_4,31087,109,18,35
influencer_1915,campaign_6,50930,1719,326,223
influencer_1916,campaign_5,33981,1112,247,205
influencer_1917,campaign_3,70298,4016,1105,949
influencer_1918,campaign_2,47167,1829,358,584
influencer_1919,campaign_9,76304,2172,369,458
influencer_1920,campaign_1,44408,2934,787,383
